review
"Extract aspect, sentiment, and opinion term: Think Jason Statham and you come up with vengeance, action, explosions and hand to hand combat with some meaningful one liners"
"Extract aspect, sentiment, and opinion term: Few redeeming features"
"Extract aspect, sentiment, and opinion term: Statham should demand better scripts than this"
"Extract aspect, sentiment, and opinion term: Everyone attached should ""Bee"" ashamed."
"Extract aspect, sentiment, and opinion term: You either fade into obscurity with dignity or live long enough to shill schlock for the streaming giants"
"Extract aspect, sentiment, and opinion term: And let us not forget that David Ayer has already done this once with Netflix's Bright..."
"Extract aspect, sentiment, and opinion term: But The Beekeeper is far from a bad movie; Even when it almost is, Ayer manages to keep it punchy, po-faced, pretty, silly, and simple"
"Extract aspect, sentiment, and opinion term: The action is fine but not earth-shattering, it is more the John Wick meets Payback plot that works"
"Extract aspect, sentiment, and opinion term: The film addresses Statham's awful transatlantic accent, it has got some interesting motivations, some good dialogue, and solid casting"
"Extract aspect, sentiment, and opinion term: Sure it is cheesy and makes no sense, but it is earnest and has a cute villainous organization for our anti-hero to thwart"
"Extract aspect, sentiment, and opinion term: Even major actors have terrible movies the pickthis is itHow could anyone rate this higher than 3 or 4 is crazyTerrible totally unbelievable plot"
"Extract aspect, sentiment, and opinion term: Bad acting and a poor script"
"Extract aspect, sentiment, and opinion term: Bruce Willis had Hudson Hawk and a few others"
"Extract aspect, sentiment, and opinion term: This is StrathamsIt was hard to watch it all the way through but just because of Straham and hung in there"
"Extract aspect, sentiment, and opinion term: It never got better,Plus in order to get the bad guys he kills a lot of good guys that makes sense"
"Extract aspect, sentiment, and opinion term: Might be the worst movie I have seen for a long time"
"Extract aspect, sentiment, and opinion term: I am glad I watched it with a close friend of mine and we laughed a lot"
"Extract aspect, sentiment, and opinion term: It is a comedy movie, you will laugh a lot"
"Extract aspect, sentiment, and opinion term: The acting and the lines are complete nonsense"
"Extract aspect, sentiment, and opinion term: There is no sense in anything"
"Extract aspect, sentiment, and opinion term: The police officer whose mother was killed almost shed tears of joy..."
"Extract aspect, sentiment, and opinion term: There is a terminator main guy whom is attacked by army, but they all attack him one by one"
"Extract aspect, sentiment, and opinion term: The speech which is used is terrible, you sometimes wonder what is the point of this words"
"Extract aspect, sentiment, and opinion term: I think this director has definitely not watched the movie, I will take note of the name, if I come across it again, I know I should definitely not to watch it."
"Extract aspect, sentiment, and opinion term: I do not know where to even start."
"Extract aspect, sentiment, and opinion term: Someone said it best, This is written like a 15 year-old wrote it for a weekend project and failed the assignment."
"Extract aspect, sentiment, and opinion term: The most tragic thing is that all these good actors and actresses got involved without knowing how bad the director and script were here."
"Extract aspect, sentiment, and opinion term: I am still trying to come up with more criticisms of the movie, but you simply do not have the time."
"Extract aspect, sentiment, and opinion term: Nothing is believable."
"Extract aspect, sentiment, and opinion term: The characters like Verona are horribly developed."
"Extract aspect, sentiment, and opinion term: Jason Statham does his Jason Statham bad-a self, but that is not enough to save this sinking ship."
"Extract aspect, sentiment, and opinion term: But, maybe it could become a future cult classic or a drinking movie where you take a shot for every one-liner that Jason says."
"Extract aspect, sentiment, and opinion term: The Beekeeper is a slick action film predominantly showcasing Jason Stathams amazing fighting skills."
"Extract aspect, sentiment, and opinion term: It has a pedestrian plot that boils down everything to ""good versus bad"" with good being morally right and family, and bad being sex, drugs, and money."
"Extract aspect, sentiment, and opinion term: I was disappointed because this is a perfect role for Statham."
"Extract aspect, sentiment, and opinion term: He could have imbued some gravitas to the character."
"Extract aspect, sentiment, and opinion term: But, instead, he was left with broken from his past career as an Assassin ?."
"Extract aspect, sentiment, and opinion term: We are not told exactly what he was, but it appears he was trained to be a One Man Amry."
"Extract aspect, sentiment, and opinion term: And what sparks his action is that a person who is nice to him post service had something bad happen to him."
"Extract aspect, sentiment, and opinion term: There is no character development or purpose for much of the film."
"Extract aspect, sentiment, and opinion term: Oh, and then the department code name for his service was Beekeeper."
"Extract aspect, sentiment, and opinion term: So in retirement, he keeps bees and sells honey."
"Extract aspect, sentiment, and opinion term: And then his entire philosophy is based upon bees and hive mentality."
"Extract aspect, sentiment, and opinion term: Every point that can be made about beekeeping to highlight why he is acting as he does is made."
"Extract aspect, sentiment, and opinion term: Ad nauseam."
"Extract aspect, sentiment, and opinion term: To the point that it became a joke to me."
"Extract aspect, sentiment, and opinion term: If it was the name of his program and he was a Beekeeper, and thus the only thing to call him was ""Beekeeper."" But, superimposing this philosophy onto the film turns this to ""I am A Librarian!"" but without any of the fun that Rachel Weisz brought to the line."
"Extract aspect, sentiment, and opinion term: First the good."
"Extract aspect, sentiment, and opinion term: If you are looking for action, this movie has plenty."
"Extract aspect, sentiment, and opinion term: Sadly, that is all it really has going for it, and normally I would say that is enough."
"Extract aspect, sentiment, and opinion term: There are plenty of fun action movies that you have to throw reality out the window in order for the story to work."
"Extract aspect, sentiment, and opinion term: This movie takes it to an absolutely absurd level."
"Extract aspect, sentiment, and opinion term: There is so many negatives and breaks from reality that detract from this movie."
"Extract aspect, sentiment, and opinion term: It cannot decide if it wants to be a serious action flick, or something out of the Marvel Universe."
"Extract aspect, sentiment, and opinion term: The villains costuming is something out of a bad acid trip, but thankfully most of them only have a few minutes of screen time."
"Extract aspect, sentiment, and opinion term: The villain at the end is a Hodge podge of bad guy characteristics it is unintentionally funny."
"Extract aspect, sentiment, and opinion term: From the nearly incoherent Australian accent to the loud yellow costume and horrible hair dye, even if you made it through the first 90 of the movie thinking ""This is not THAT bad"", once you get to this guy, there is no way to defend it any longer."
"Extract aspect, sentiment, and opinion term: Then there is the ridiculous depictions of the hierarchy of the Alphabet agencies."
"Extract aspect, sentiment, and opinion term: The CIA is involved, the FBI is cowed by a band of mercenaries, and the Secret Service evidently will allow anyone carrying weapons to hang out with the president for ""protection""."
"Extract aspect, sentiment, and opinion term: On second thought, to call this movie absurd is actually a complement."
"Extract aspect, sentiment, and opinion term: This movie strides for absurdity and falls woefully short of even that goal! This is the type of movie dreamed up by a 12 year old boy, hopped up on Monster Energy drinks and a collection of bad comic books."
"Extract aspect, sentiment, and opinion term: This movie is that bad."
"Extract aspect, sentiment, and opinion term: If you made it this far, you are probably wondering why I gave it 5 stars."
"Extract aspect, sentiment, and opinion term: And it is a valid question."
"Extract aspect, sentiment, and opinion term: Honestly, 5 stars is probably 3 stars too many, but I gave it credit for the first half, where the action was good and the story had not completely jumped the rails yet."
"Extract aspect, sentiment, and opinion term: Also, I liked the idea of a super clandestine group of special forces operators who operated far outside of the normal chain of command."
"Extract aspect, sentiment, and opinion term: That type of absurdity I can suspend my disbelief for 90 minutes or so to simply enjoy a fun action movie."
"Extract aspect, sentiment, and opinion term: I gave an inch and the movie wanted to take 10,000 miles! Bottom line, if you want to watch it, feel free."
"Extract aspect, sentiment, and opinion term: I have definitely suffered through worse movies."
"Extract aspect, sentiment, and opinion term: But if you choose to skip it, trust me, you are not missing anything."
"Extract aspect, sentiment, and opinion term: I watched about 20 minutes and bailed"
"Extract aspect, sentiment, and opinion term: But the script and the acting is just so incredibly stoopid"
"Extract aspect, sentiment, and opinion term: But the script and the acting is just so incredibly stoopid"
"Extract aspect, sentiment, and opinion term: that the action was not enough to carry it"
"Extract aspect, sentiment, and opinion term: This is a direct to video, bottom of the thrift store bargain bin production"
"Extract aspect, sentiment, and opinion term: Better off watching old WWF videos on YouTube for higher quality of script writing and acting to go with the wrasslin action, brother! Ooh yeah!"
"Extract aspect, sentiment, and opinion term: I would like to conclude my negative review now"
"Extract aspect, sentiment, and opinion term: Hollywood ran out of new ideas years ago"
"Extract aspect, sentiment, and opinion term: Now there is a show worth watching, again"
"Extract aspect, sentiment, and opinion term: Honestly when I saw the advertisement up i did not think it was going to be that good"
"Extract aspect, sentiment, and opinion term: I enjoyed the story"
"Extract aspect, sentiment, and opinion term: loved the fight scenes"
"Extract aspect, sentiment, and opinion term: This really allowed Jason Statham to be his true action self"
"Extract aspect, sentiment, and opinion term: Some scenes were funny"
"Extract aspect, sentiment, and opinion term: some were jaw dropping awesome action moments"
"Extract aspect, sentiment, and opinion term: I absolutely this this movie after watching all the expendables this truly was a masterpiece"
"Extract aspect, sentiment, and opinion term: Big fan of Statham and his movies"
"Extract aspect, sentiment, and opinion term: If you like action movies this is the one to watch"
"Extract aspect, sentiment, and opinion term: I loved the fights"
"Extract aspect, sentiment, and opinion term: Need more like this"
"Extract aspect, sentiment, and opinion term: Wish I could have seen this at the cinemas"
"Extract aspect, sentiment, and opinion term: if you want plot, logic, reason, writing, quality banter or really anything besides murder then this is not your movie"
"Extract aspect, sentiment, and opinion term: It just does not have any of that stuff"
"Extract aspect, sentiment, and opinion term: It is not a bad John Wick ripoff"
"Extract aspect, sentiment, and opinion term: The murder is creative and the settings are nice"
"Extract aspect, sentiment, and opinion term: The lighting is good and the camera work is passable"
"Extract aspect, sentiment, and opinion term: this is a great movie"
"Extract aspect, sentiment, and opinion term: This movie is made so badly"
"Extract aspect, sentiment, and opinion term: is just like any other movies ever made"
"Extract aspect, sentiment, and opinion term: Same storyline different characters"
"Extract aspect, sentiment, and opinion term: The story is very light"
"Extract aspect, sentiment, and opinion term: acting is somewhat ok"
"Extract aspect, sentiment, and opinion term: The amount of fights and actions are not good enough to even be considered a normal action movie due to its basicness"
"Extract aspect, sentiment, and opinion term: You can easily tell what the is going to happen next and what the ending is going to be"
"Extract aspect, sentiment, and opinion term: The location and camera work is good"
"Extract aspect, sentiment, and opinion term: Overall this movie could have been a lot better by having a better bolder story"
"Extract aspect, sentiment, and opinion term: This movie is by far the absolute worst thing i have ever laid my eyes upon"
"Extract aspect, sentiment, and opinion term: Watching this movie made me reconsider every 1/10 review i have given"
"Extract aspect, sentiment, and opinion term: I am shocked that this movie even exists"
"Extract aspect, sentiment, and opinion term: The best acting in this movie was terrible"
"Extract aspect, sentiment, and opinion term: the best plot point was abysmal"
"Extract aspect, sentiment, and opinion term: and the ending was incomprehensibly offensive to not only the eyes but all of my senses"
"Extract aspect, sentiment, and opinion term: The story of this movie was absolutely atrocious"
"Extract aspect, sentiment, and opinion term: The cast are utterly repulsive"
"Extract aspect, sentiment, and opinion term: The action was nonsensical"
"Extract aspect, sentiment, and opinion term: Overall: Terrible, Abysmal, Trash, Horrible, Offensive, Dreadful, Awful, Appalling, Horrific, Horrifying, Distressing, Atrocious, Abhorrent, Foul"
"Extract aspect, sentiment, and opinion term: It is insulting to 12 year-olds to say this is like something written by a 12 year-old"
"Extract aspect, sentiment, and opinion term: It strains credulity so often you just end up sitting there bored and clock-watching"
"Extract aspect, sentiment, and opinion term: However, I am sure plenty of 12 year-old boys will enjoy the sadistic brutality in the film"
"Extract aspect, sentiment, and opinion term: such as chopping people in half with lifts, and other gruesome fantasy sadism"
"Extract aspect, sentiment, and opinion term: If ALL you want to see in movies is fight scenes and blood-letting then this is the film for you"
"Extract aspect, sentiment, and opinion term: If, however, you enjoy a plot, characters or just a semblance of reality - avoid this at all costs"
"Extract aspect, sentiment, and opinion term: and I can only assume he does not really enjoy acting, only the pay-check"
"Extract aspect, sentiment, and opinion term: because there is no other motive for this film other than profit"
"Extract aspect, sentiment, and opinion term: To be clear, I enjoy a Jason Statham over-the-top, anime inspired, one-man-army revenge thriller as much as anyone"
"Extract aspect, sentiment, and opinion term: He has taken imaginative and even inspired takes on the heavy, the tough, the man with no name 'High Plains Drifter' type"
"Extract aspect, sentiment, and opinion term: Unfortunately, this movie does not bring more than neon and meme writing level dialogue and story"
"Extract aspect, sentiment, and opinion term: The paranoia and MAGA baiting is beneath Mr. Statham's talents"
"Extract aspect, sentiment, and opinion term: His pitch unfortunately did not include any martial arts beyond hawking kitchen gadgets"
"Extract aspect, sentiment, and opinion term: Please look at Steven Seagal's career as a cautionary tale"
"Extract aspect, sentiment, and opinion term: What a garbage movie"
"Extract aspect, sentiment, and opinion term: Such a complete waste of my time"
"Extract aspect, sentiment, and opinion term: The characters were so poorly written and thought out"
"Extract aspect, sentiment, and opinion term: The storyline was very predictable"
"Extract aspect, sentiment, and opinion term: The only good part of this entire movie were the fight scenes"
"Extract aspect, sentiment, and opinion term: This movie honestly felt like a millenial nightmare"
"Extract aspect, sentiment, and opinion term: The supposed super-bad guys were dressed in the most ridiculous clothing with the most ridiculous haircuts"
"Extract aspect, sentiment, and opinion term: Every opponent was just horrendous at fighting"
"Extract aspect, sentiment, and opinion term: Verona Parker was arguably the worst character in the entire movie"
"Extract aspect, sentiment, and opinion term: It was all genuinely so bad"
"Extract aspect, sentiment, and opinion term: Jason Statham does not deserve to act in a movie so bad"
"Extract aspect, sentiment, and opinion term: a movie so bad"
"Extract aspect, sentiment, and opinion term: I had to stop watching around half way"
"Extract aspect, sentiment, and opinion term: For your own sake, do not watch this movie"
"Extract aspect, sentiment, and opinion term: Unless you want to have a laugh at how absurd and ridiculous this movie is"
"Extract aspect, sentiment, and opinion term: I enjoy this kind of movie"
"Extract aspect, sentiment, and opinion term: and this is just one of the people that if he were a real character, he would"
"Extract aspect, sentiment, and opinion term: And I just find it good once in a while to see that other people still think like I do"
"Extract aspect, sentiment, and opinion term: and he is always good in all his movies"
"Extract aspect, sentiment, and opinion term: I have never felt let down in any of Jasons movies"
"Extract aspect, sentiment, and opinion term: then yes, go see it"
"Extract aspect, sentiment, and opinion term: You will enjoy it"
"Extract aspect, sentiment, and opinion term: The Beekeeper got off to such a promising start"
"Extract aspect, sentiment, and opinion term: For the first 15 minutes I was hooked"
"Extract aspect, sentiment, and opinion term: and actually found myself eagerly anticipating the rest of the film"
"Extract aspect, sentiment, and opinion term: Then, like a house of cards, it all came tumbling down"
"Extract aspect, sentiment, and opinion term: Poor scene after poor scene followed"
"Extract aspect, sentiment, and opinion term: Terrible plot choices and overambitious story-lines developed"
"Extract aspect, sentiment, and opinion term: and what should have been a very simple and fun movie became an over the top bore"
"Extract aspect, sentiment, and opinion term: Other than Jason Statham, absolutely no one was cast well in this film"
"Extract aspect, sentiment, and opinion term: Not one single actor suited the role they were playing"
"Extract aspect, sentiment, and opinion term: You usually get 2-3 of these in these in a film but this truly felt like every single person cast in the film"
"Extract aspect, sentiment, and opinion term: It was truly bizarre how wrong they got it over and over again"
"Extract aspect, sentiment, and opinion term: but my goodness it was borderline ridiculous in this film"
"Extract aspect, sentiment, and opinion term: The Swat teams and FBI agents were made to look like incompetent toddlers time and again"
"Extract aspect, sentiment, and opinion term: Even if Superman himself was getting out of these situations unharmed I would have had my doubts"
"Extract aspect, sentiment, and opinion term: After a great start this movie turned out to be a disappointing mess"
"Extract aspect, sentiment, and opinion term: and not a memorable one either be that a good thing or not in this case"
"Extract aspect, sentiment, and opinion term: 5/10"
"Extract aspect, sentiment, and opinion term: The film gracefully navigates the intricacies of the father son relationship"
"Extract aspect, sentiment, and opinion term: It does not shy away from exploring the nuances and complexities inherent in this bond"
"Extract aspect, sentiment, and opinion term: Through its portrayal the movie celebrates the multifaceted nature of this connection showcasing it as a journey replete with moments of laughter love and invaluable life lessons"
"Extract aspect, sentiment, and opinion term: In summary this cinematic gems ability to encapsulate the essence of familial bonds emotions and life's intricate tapestry renders it a must watch masterpiece"
"Extract aspect, sentiment, and opinion term: Its exceptional performances compelling storyline and relatable depiction of relationships leave an indelible mark making it an inspiring and memorable cinematic journey"
"Extract aspect, sentiment, and opinion term: This film stands as a testament to the power of storytelling providing a delightful fusion of entertainment and heartfelt emotions"
"Extract aspect, sentiment, and opinion term: Whether for a family outing or a cozy evening at home it is a treasure trove of emotions that promises an enriching experience for all who watch it"
"Extract aspect, sentiment, and opinion term: The central theme of the father son relationship is explored with grace and sensitivity"
"Extract aspect, sentiment, and opinion term: The movie does not merely scratch the surface but delves deep into the complexities and nuances of this bond"
"Extract aspect, sentiment, and opinion term: It celebrates the highs and lows of this relationship portraying it as a beautiful journey filled with laughter love and invaluable life lessons"
"Extract aspect, sentiment, and opinion term: Moreover the picturesque locations add a visual charm to the storytelling enhancing the overall cinematic experience"
"Extract aspect, sentiment, and opinion term: From start to finish the movie maintains a perfect rhythm engaging the audience and leaving a lasting impact"
"Extract aspect, sentiment, and opinion term: Remarkable performances by the entire cast elevate this movie to a superb level"
"Extract aspect, sentiment, and opinion term: The storyline weaves through moments of laughter and touching emotions resonating profoundly with its audience"
"Extract aspect, sentiment, and opinion term: Ole Aale is like a warm hug from the big screen"
"Extract aspect, sentiment, and opinion term: Nana Patekar and Siddharth Chandekar create magic as a father son duo making you laugh and cry with them"
"Extract aspect, sentiment, and opinion term: Their chemistry is so natural that you feel like you are part of their journey"
"Extract aspect, sentiment, and opinion term: The story is simple yet powerful touching on family relationships and the beauty of lifes unexpected twists"
"Extract aspect, sentiment, and opinion term: The films humor is like a breath of fresh air and the emotional moments hit you right in the heart"
"Extract aspect, sentiment, and opinion term: Whether it is the stunning visuals or the soul stirring music everything adds up to an unforgettable cinematic experience"
"Extract aspect, sentiment, and opinion term: In a nutshell Ole Aale movie is a joyous ride filled with love laughter and a whole lot of heart a true gem in the world of feelgood movies"
"Extract aspect, sentiment, and opinion term: Ole Aale is a fantastic Marathi movie that tells a beautiful story about family selfdiscovery and the ups and downs of life"
"Extract aspect, sentiment, and opinion term: The main characters played by Nana Patekar and Siddharth Chandekar are terrific and make you laugh and cry"
"Extract aspect, sentiment, and opinion term: The movie takes you on a journey both physically and emotionally and teaches important life lessons along the way"
"Extract aspect, sentiment, and opinion term: The humor is great and the scenery is breathtaking"
"Extract aspect, sentiment, and opinion term: It is a movie that anyone can enjoy no matter where you are from because it is about things we all experience family love and the joy of living life to the fullest"
"Extract aspect, sentiment, and opinion term: Definitely a mustwatch movie"
"Extract aspect, sentiment, and opinion term: Ole Aale not only captivates with its engaging storyline but also shines in its portrayal of cultural nuances seamlessly incorporating Marathi traditions and values"
"Extract aspect, sentiment, and opinion term: The director Vipul Mehta crafts a narrative that is not only entertaining but also thought provoking"
"Extract aspect, sentiment, and opinion term: The film cleverly explores the generational gap self realization and the significance of relationships"
"Extract aspect, sentiment, and opinion term: The chemistry between the lead characters is palpable creating moments of genuine emotion that resonate with the audience"
"Extract aspect, sentiment, and opinion term: The cinematography beautifully captures the scenic landscapes enhancing the overall visual appeal"
"Extract aspect, sentiment, and opinion term: With its perfect blend of humor emotion and cultural richness Ole Aale will stand out as a gem in Marathi cinema leaving a lasting impact on viewers"
"Extract aspect, sentiment, and opinion term: It is a delightful journey that will leave you reflecting on the essence of life and the bonds that truly matter"
"Extract aspect, sentiment, and opinion term: camille aka cherry bomb finds her life on the rise after a photo shoot with a friend"
"Extract aspect, sentiment, and opinion term: while her success is on the rise her relationships seem to backfire which eventually leads to time in prison"
"Extract aspect, sentiment, and opinion term: the holes are numerous almost every scene has something that leaves you raising an eyebrow"
"Extract aspect, sentiment, and opinion term: for example cherry bomb entered a photo shoot that involved an old acquaintance"
"Extract aspect, sentiment, and opinion term: despite the fact they were right next to each other as the photographer snapped away it was not until after the photo shoot ended that they suddenly recognize each other"
"Extract aspect, sentiment, and opinion term: sometimes a movie can be so bad that it keeps you watching this was one of them"
"Extract aspect, sentiment, and opinion term: the main character camille was easy on the eyes so that certainly helped dull the endless painful scenes"
"Extract aspect, sentiment, and opinion term: i would suggest avoiding this one"
"Extract aspect, sentiment, and opinion term: i am a duespaying advocate of the north american bigfoot center and believe that sasquatch is a real living creature"
"Extract aspect, sentiment, and opinion term: groups like the nabc bfro the olympic project and various scientific researchers like dr john bindernagel dr jeff meldrum and the late dr grover krantz have gathered enough evidence to convince me that very large apes are alive and well in the vast reaches of our forests"
"Extract aspect, sentiment, and opinion term: and the cultural histories of many native american and first nations peoples include stories and beliefs about nonhuman people of the wild"
"Extract aspect, sentiment, and opinion term: many of these descriptions bear a striking resemblance to the hairy manlike creatures reported today"
"Extract aspect, sentiment, and opinion term: i have always found that to be most convincing"
"Extract aspect, sentiment, and opinion term: but as with many other subjects that are on the outlying borders of what is generally accepted by mainstream science and society in general there will always be certain kinds of people who infuse such subjects with what is known as the woo woo factor"
"Extract aspect, sentiment, and opinion term: woo woo refers to paranormal or fringe religious beliefs and other forms of new age philosophy"
"Extract aspect, sentiment, and opinion term: this is the second release of the flash of beauty film series"
"Extract aspect, sentiment, and opinion term: this edition titled paranormal bigfoot includes many of the same witnesses as we saw in the first film only now we are presented with tales of people who claim to have had psychic interactions with sasquatch that a sasquatch can cloak in order to become invisible can disappear by moving through portals or dimensional shifts can shapeshift into other animals and the suggestion that they ride around in glowing orbs of light or ufos"
"Extract aspect, sentiment, and opinion term: i will go ahead and say that while i will always respect the beliefs practices and choices of others as to what they want to believe i am definitely one of those persons who prefers to stick with hard science and tangible evidence so far as this subject is concerned"
"Extract aspect, sentiment, and opinion term: so yes i was a bit put off with the heavy emphasis of the film along these kinds of woo woo lines"
"Extract aspect, sentiment, and opinion term: i own a copy of the first a flash of beauty release titled bigfoot revealed"
"Extract aspect, sentiment, and opinion term: that film was much more grounded in science and consisted mainly of interviews with witnesses who recounted their bigfoot encounters along with a few photos videos and physical evidence such as hairs and track impressions"
"Extract aspect, sentiment, and opinion term: pretty straightforward wellgrounded stuff and typical of other good sasquatch documentaries"
"Extract aspect, sentiment, and opinion term: i gave bigfoot revealed a much higher rating on here"
"Extract aspect, sentiment, and opinion term: i want to include here that i do not completely dismiss claims of the paranormal"
"Extract aspect, sentiment, and opinion term: and if real evidence comes forward that can definitively show that these creatures can do any of the things that the witnesses claim in this film i will be as excited as anyone else"
"Extract aspect, sentiment, and opinion term: but right now i tend to prefer sasquatch evidence that can be measured in a laboratory or examined scientifically"
"Extract aspect, sentiment, and opinion term: if you enjoy bigfoot documentaries but are skeptical of extraordinary claims that are firmly rooted in the realm of the supernatural then you may feel that you wasted your time watching this film"
"Extract aspect, sentiment, and opinion term: be prepared for a whole lot of new age woo woo throughout"
"Extract aspect, sentiment, and opinion term: The movie tries many things..... Is it about family coming together, is it about superstition and its effect or is it just comedy."
"Extract aspect, sentiment, and opinion term: The problem is with the pace of the movie."
"Extract aspect, sentiment, and opinion term: At times it is fast then slow then again it picks up."
"Extract aspect, sentiment, and opinion term: The star cast is great and carry the movie effortlessly."
"Extract aspect, sentiment, and opinion term: The opera scene is really funny and differently done."
"Extract aspect, sentiment, and opinion term: But sometimes it is funny..... Sometimes it is drama...... Sometimes it is social satire."
"Extract aspect, sentiment, and opinion term: When I saw the trailer, I knew it will be very difficult for the writer to give a logical conclusion and I was right."
"Extract aspect, sentiment, and opinion term: The hero though anti-superstitious takes advantage of the same to prove his point."
"Extract aspect, sentiment, and opinion term: But what he was trying to prove I do not know."
"Extract aspect, sentiment, and opinion term: So overall nice try....."
"Extract aspect, sentiment, and opinion term: I came to know that the film was released only because director called the father of a person who was reviewing the money, there was no promotion at all, there were only 100 people in the theatre, on the fourth day of the films release."
"Extract aspect, sentiment, and opinion term: There was no expectation and the same was the case with a 30-40 minutes in the first half of the film, and then it felt a little better, by the time the interval."
"Extract aspect, sentiment, and opinion term: Then the second half had no words, the making that looked like a Hollywood movie, the scenes, the film that was watched without any expectations and at the end of the day i got to see people standing up and clapping their hands, in a word it was a great film."
"Extract aspect, sentiment, and opinion term: A great scenery and good choice of the house. Back to nature of course nothing can go wrong with this choice."
"Extract aspect, sentiment, and opinion term: Most Horror movie will be in a remote places far from civilization. It is the best places to keep secrets and to keep all your activities under the rather well at least for such a time."
"Extract aspect, sentiment, and opinion term: You know there are sayings.. You can lie to some people at one time but cannot lie to all of the people all the time."
"Extract aspect, sentiment, and opinion term: For once this movie portrays a strong will women. Normally horror movies will bank in on a weak and fragile women or lady. Which tend to scream every three minutes or so but not in this number."
"Extract aspect, sentiment, and opinion term: It is totally different quote un quote. One more thing this film does not emphasize on jump scare tactics like another anomaly in any given horror movies."
"Extract aspect, sentiment, and opinion term: Another plus point from my point of view. All in all its a good watch but there are not much connection or chemistry shown between Rara and Sutan and the acting seems blend."
"Extract aspect, sentiment, and opinion term: Another surprise for this movie is that they took Malaysian actor and yeah that provides a variety. I must say a great variety to watch anyways."
"Extract aspect, sentiment, and opinion term: Good story line carried through excellent screenplay"
"Extract aspect, sentiment, and opinion term: New technical team worked in it with excellence"
"Extract aspect, sentiment, and opinion term: Hero need to give some more expressions, heroine performed well"
"Extract aspect, sentiment, and opinion term: Cinematography and editing is in good sense"
"Extract aspect, sentiment, and opinion term: Story is the best part, first half gave us a ghost experience where the second half went rapidly with so many twist revealing scenes"
"Extract aspect, sentiment, and opinion term: The way they revealed the twists are the core best part of this movie ?Ÿ’¯"
"Extract aspect, sentiment, and opinion term: A complete entertainment for family audience, kids and especially for newly married couple where romance is there in so many scenes."
"Extract aspect, sentiment, and opinion term: Good direction completely where in two to three scenes made us felt this have to improve in this scene like"
"Extract aspect, sentiment, and opinion term: Must watch movie."
"Extract aspect, sentiment, and opinion term: We had the chance to watch Horizon and all the family loved it."
"Extract aspect, sentiment, and opinion term: LÃ©onard 5 years old said: Wow, it is beautiful and not scary documentary."
"Extract aspect, sentiment, and opinion term: It is really interesting and I love the animals and the panthers."
"Extract aspect, sentiment, and opinion term: Liv 10 years old said that the landscape looks wild and and great."
"Extract aspect, sentiment, and opinion term: I really loved the water world and the desert."
"Extract aspect, sentiment, and opinion term: For my part, I think it is one of the most beautiful documentary, I have ever seen."
